Title;Hours Viewed;Views
Chappelle's Show: Season 1;2200000;600000
Charlie's Colorforms City: Classic Tales with a Twist;1200000;600000
Chimp Empire: Limited Series;1600000;600000
Cilla: Season 1;1300000;600000
Class Act: Limited Series // Tapie: Mini-série;3700000;600000
Classroom of the Elite: Season 1 // ようこそ実力至上主義の教室へ: 1st Season;2400000;600000
Countdown: Taylor vs. Serrano;500000;600000
Cowboy Bebop: Season 1 // カウボーイビバップ: シーズン1;6000000;600000
Criminal: Spain: Limited Series // Criminal: España: Miniserie;1100000;600000
Crong Crong: The Space Adventure: Season 1 // 크롱크롱 우주대소동: 시즌1;200000;600000
Culture Shock: Season 1;2700000;600000
Dare Me: Season 1;4300000;600000
DC's Legends of Tomorrow: Season 2;7500000;600000
DC's Legends of Tomorrow: Season 3;6900000;600000
Dearest: Season 1 // 最愛: シーズン1;4300000;600000
Deon Cole: Ok, Mister;600000;600000
Detective Conan - Police school edition Wild Police Story-: Season 1 // 名探偵コナン 警察学校編: シーズン1;900000;600000
Diary of a Gigolo: Season 1 // Diario de un gigoló: Temporada 1;4400000;600000
Dogs of Berlin: Season 1;5000000;600000
Don't Dare to Dream: Limited Series // 질투의 화신;14400000;600000
Don't Hate the Player: Season 1 // Mauvais joueurs: Saison 1;4200000;600000
Doppelhaushälfte: Halloween Special;400000;600000
DOTA: Dragon's Blood: Book 3;2000000;600000
Dr. Coto's Clinic: Season 2 // Dr.コトー診療所: シーズン2;5400000;600000
Dr. Storks (2015) // コウノドリ (2015);5200000;600000
Dream Home Makeover: Season 1;1700000;600000
Dusty Slay: Workin' Man;700000;600000
Ejen Ali: Season 1;2700000;600000
El Chavo (1971): 1976;9700000;600000
El Chavo (1971): 1977;8100000;600000
El Chavo (1971): 1978;8300000;600000
El Chavo (1971): 1979 & 1980;10700000;600000
El Rey, Vicente Fernández: Season 1;18500000;600000
Elefantastisch: Season 2;400000;600000
Ellen DeGeneres: For Your Approval;700000;600000
Everything Calls for Salvation: Season 2 // Tutto chiede salvezza: Stagione 2;2600000;600000
Eye Love You: Season 1;4600000;600000
Family Business: Season 3;2300000;600000
Fast & Furious Spy Racers: Season 3: Sahara;2100000;600000
Fast & Furious Spy Racers: Season 4: Mexico;1900000;600000
Fast & Furious Spy Racers: Season 5: South Pacific;1700000;600000
Fear the Walking Dead: Season 5;8400000;600000
Fear the Walking Dead: Season 6;8100000;600000
Fear the Walking Dead: Season 7;7600000;600000
Fear the Walking Dead: Season 8;5700000;600000
Fictitious Girl's Diary: Season 1 // 架空OL日記: シーズン1;2400000;600000
Fireman Sam: Season 12;1300000;600000
Flourished Peony: Season 1 // 國色芳華: 第 1 季 // 国色芳华: 第一季;13000000;600000
Frankly Speaking: Limited Series // 비밀은 없어: 리미티드 시리즈;7900000;600000
Freeridge: Season 1;2300000;600000
From: Season 1;5400000;600000
Full House: Limited Series // 풀하우스: 리미티드 시리즈;9000000;600000
Full Speed: Season 1;2300000;600000
Gerry Dee: Funny You Should Say That;500000;600000
Get Even: Season 1;2400000;600000
Girlfriends (2000): Season 2;5200000;600000
Girlfriends (2000): Season 3;5800000;600000
Girlfriends (2000): Season 4;5200000;600000
Girlfriends (2000): Season 5;4400000;600000
Girlfriends (2000): Season 6;3800000;600000
Glow Up: Season 2;3400000;600000
Glow Up: Season 3;3300000;600000
GLOW: Season 1;3300000;600000
Good Morning Call: Season 1 // グッドモーニング・コール: シーズン1;8700000;600000
Goosebumps (1995): Specials;3100000;600000
Grantchester: Season 1;2800000;600000
Greenleaf: Season 3;6000000;600000
Greenleaf: Season 4;4600000;600000
Greenleaf: Season 5;3700000;600000
Gypsy: Season 1;5100000;600000
Harlots: Season 2;3900000;600000
Haters Back Off: Season 1;2900000;600000
Haunted: Season 3;1400000;600000
Headhunted to Another World: From Salaryman to Big Four!: Season 1 // サラリーマンが異世界に行ったら四天王になった話: シーズン1;3100000;600000
Heist: Season 1;2400000;600000
Hello, Me!: Season 1 // 안녕? 나야!: 시즌 1;9700000;600000
He-Man and the Masters of the Universe: Season 2;1800000;600000
High Seas: Season 2 // Alta mar: Temporada 2;3500000;600000
Holiday Fun Playlist: Collection;3900000;600000
Holi-Day: Season 1 // 拜六禮拜: 第 1 季 // 拜六礼拜: 第 1 季;3400000;600000
Home Economics: Season 1;1400000;600000
How do you like Wednesday?: Christmas party in a car (1998) // 水曜どうでしょう: シェフ大泉 車内でクリスマス・パーティー プレミア版 (1998);200000;600000
How to Change Your Mind: Limited Series;2400000;600000
How to Get Away With Murder: Season 1;6300000;600000
How to Get Rich: Season 1;2700000;600000
How to Ruin Christmas: The Wedding;1400000;600000
I AM A KILLER: RELEASED: Season 1;1100000;600000
In-House Executioner ~She Eliminates the Enemies~: Season 1 // 社内処刑人〜彼女は敵を消していく〜: シーズン1;2600000;600000
Inside the World’s Toughest Prisons: Season 6;1800000;600000
Jailbirds New Orleans: Season 1;1300000;600000
Jailbirds: Season 1;2700000;600000
Jimmy Carr: His Dark Material;600000;600000
Jo Koy: Live from Seattle;600000;600000
Johnny Test (2005): Season 5;5500000;600000
Kakegurui: Season 1 // 賭ケグルイ: シーズン1;2300000;600000
Kath and Kim: Season 4;1800000;600000
Kathleen Madigan: Bothering Jesus;700000;600000
Katt Williams: Great America;600000;600000
Katt Williams: World War III;600000;600000
Kevin Hart: Zero F**ks Given;700000;600000
Kid Cosmic: Season 3;1600000;600000
Kingdom: Series 3 // キングダム: 第3シリーズ;6300000;600000
Kingdom: Series 5 // キングダム: 第5シリーズ;3600000;600000
Krucjata: Season 1;5900000;600000
La Caza: Monteperdido;5100000;600000
Last One Standing: Season 1 // トークサバイバー！〜トークが面白いと生き残れるドラマ〜: シーズン1;2900000;600000
Legacies: Season 4;6700000;600000
LEGO Elves: Secrets of Elvendale: Season 1;2000000;600000
LEGO Friends: Girls on a Mission: Season 1;1800000;600000
LEGO Ninjago: Masters of Spinjitzu: Hunted;2300000;600000
LEGO Ninjago: Season 3 Part 1 - The Island;500000;600000
Let’s Cook with Baby Shark: Season 1 // 아기상어 요리 놀이: 시즌 1;400000;600000
Life After Death with Tyler Henry: Season 1;4000000;600000
Life Begins: Season 2;3800000;600000
Like Flowers in Sand: Limited Series // 모래에도 꽃이 핀다: 리미티드 시리즈;7300000;600000
Little Women (2017): Season 1;1700000;600000
Love & Anarchy: Season 1 // Kärlek & Anarki: Säsong 1;2500000;600000
Love After Divorce: Season 7 // 돌싱글즈: 시즌7;11300000;600000
Love Between Fairy and Devil // 蒼蘭訣 // 苍兰诀;14900000;600000
Love in Contract // 월수금화목토;11100000;600000
Love Is Blind: Brazil: Season 1 // Casamento às Cegas: Brasil: Temporada 1;5500000;600000
Love Is Blind: Brazil: Season 4 // Casamento às Cegas: Brasil: Temporada 4;7100000;600000
Love is Blind: Mexico: Season 1 // Love is Blind: México: Temporada 1;6800000;600000
Love Never Lies: Poland: Season 2 // Love Never Lies: Polska: Sezon 2;4100000;600000
Love Village: Season 2 // あいの里: シーズン2;6000000;600000
Luis Miguel - The Series: Season 1 // Luis Miguel - La serie: Temporada 1;6800000;600000
Madam Secretary: Season 1;10200000;600000
Made in Abyss: Season 1 // メイドインアビス: シーズン1;3400000;600000
Making a Murderer: Part 2;6800000;600000
Making All Quiet on the Western Front // Making Im Westen nichts Neues;200000;600000
Making of Chicken Run: Dawn of the Nugget;200000;600000
Making Senna // Senna - Por Trás das Câmeras;300000;600000
Man to Man: Season 1 // 맨투맨: 시즌 1;10700000;600000
Married with Children (2005): Season 1 // Casados con hijos: Temporada 1;8600000;600000
Matsuko in Real Life // 「マツコ、リアルする」ディレクターズカット版;1000000;600000
Mechamato The Animated Series: Season 2;2700000;600000
Merlí. Sapere Aude: Season 1;3000000;600000
MF Ghost: Season 1 // MFゴースト: シーズン1;2800000;600000
Midnight at the Pera Palace: Season 2 // Pera Palas'ta Gece Yarısı: 2. Sezon;3500000;600000
Miss King: Season 1 // MISS KING / ミス・キング: シーズン1;3100000;600000
Missing: The Other Side 2 // 미씽: 그들이 있었다 2;8900000;600000
Molang: Season 3;1600000;600000
Monk: Season 3;7400000;600000
Monk: Season 4;7100000;600000
Monk: Season 5;7000000;600000
Monk: Season 6;6900000;600000
Monk: Season 7;7000000;600000
Monk: Season 8;7300000;600000
Mr. Bean: The Animated Series: Season 1;5800000;600000
Mundo Bita - Bita e o Nosso Mundo;400000;600000
My Country: The New Age: Season 1 // 나의 나라: 시즌 1;10400000;600000
My Next Guest Needs No Introduction With David Letterman: Season 6;1400000;600000
My Status as an Assassin Obviously Exceeds the Hero’s: Season 1 // 暗殺者である俺のステータスが勇者よりも明らかに強いのだが: シーズン1;2900000;600000
Mystic Pop-up Bar: Season 1 // 쌍갑포차: 시즌 1;8100000;600000
Nailed It!: Double Trouble;1900000;600000
Navillera: Season 1 // 나빌레라: 시즌 1;7600000;600000
NCIS: Season 19;9300000;600000
Newly Rich, Newly Poor: Season 1 // Nuevo rico, nuevo pobre: Temporada 1;74200000;600000
Next in Fashion: Season 1;5100000;600000
Odd Squad: Season 1;6500000;600000
Oggy Oggy: Season 1;3400000;600000
Omar & Hana: Season 1;4400000;600000
One Piece: CP9 // ワンピース: CP9編;5000000;600000
ONE PIECE: Enies Lobby // ワンピース: エニエス・ロビー編;5200000;600000
One Piece: Sky Island: The Golden Bell // ワンピース: 空島・黄金の鐘編;5600000;600000
"One Piece: The ""Water Seven"" Chapter // ワンピース: ウォーターセブン編";8800000;600000
One Piece: The Foxy Pirate Crew // ワンピース: フォクシー海賊団編;5200000;600000
One Piece: The Naval Fortress // ワンピース: 海軍要塞編;2800000;600000
One Piece: Thriller Bark // ワンピース: スリラーバーク編;11300000;600000
One Piece: TV Original 2 // ワンピース: TVオリジナル編 (2);2400000;600000
ONE PIECE: TV Original 2 // ワンピース: TVオリジナル編 (2);2800000;600000
One Piece: Whole Cake Island ③ // ワンピース: ホールケーキアイランド編③;3300000;600000
Our Planet - Behind The Scenes;600000;600000
Pacific Rim: The Black: Season 2;1600000;600000
Pasión de Gavilanes: Season 2;34400000;600000
PAW Patrol: Season 11;6300000;600000
PAW Patrol: Season 4;6000000;600000
PAW Patrol: Season 5;5700000;600000
Peep Show: Series 1;1400000;600000
Peep Show: Series 2;1600000;600000
Peep Show: Series 3;1500000;600000
Peep Show: Series 4;1600000;600000
Peep Show: Series 5;1600000;600000
Peep Show: Series 6;1400000;600000
Peep Show: Series 7;1400000;600000
Peep Show: Series 8;1200000;600000
Pet Stars: Season 1;1500000;600000
Pimpa: Season 4;1200000;600000
Pirate Gold of Adak Island: Season 1;2100000;600000
Polo: Season 1;2400000;600000
Poong, the Joseon Psychiatrist: Season 1 // 조선 정신과 의사 유세풍: 시즌 1;8300000;600000
Pororo Hospital Play: Season 1 // 뽀로로 병원놀이 동화: 시즌1;200000;600000
Portlandia: Season 1;1300000;600000
Preacher: Season 2;5200000;600000
Psych: Season 8;4800000;600000
Put Your Head on My Shoulder: Season 1 // 致我們暖暖的小時光: 第 1 季 // 致我们暖暖的小时光: 第 1 季;10300000;600000
Queer Eye: Season 8;3200000;600000
Ranczo: Season 1;5900000;600000
Ranczo: Season 5;5200000;600000
Rebelde: Season 1;3000000;600000
Reporting for Duty: Season 1 // B.O.: Temporada 1;2000000;600000
Represent: Season 1 // En place: Saison 1;1600000;600000
Rhyme Time Town: Season 1;1600000;600000
Rich House, Poor House: Season 6;2400000;600000
Ridley Jones: Season 5;3200000;600000
Riviera (2017): Season 3;3600000;600000
Rough Diamonds: Season 1;4300000;600000
Russian Doll: Season 2;2000000;600000
SAINT SEIYA: Knights of the Zodiac: Part II;1300000;600000
Sakanototyyuu no Ie (TBA): Season 1 // 坂の途中の家: シーズン1;2800000;600000
Samurai Rabbit: The Usagi Chronicles: Season 2;2600000;600000
Santo: Season 1;2600000;600000
Scavengers Reign: Season 1;2800000;600000
Secret Royal Inspector & Joy: Limited Series // 어사와 조이: 리미티드 시리즈;9200000;600000
Seven Doors: Season 1;2500000;600000
Sexify: Season 1;3300000;600000
Sh**ting Stars: Limited Series // 별똥별: 리미티드 시리즈;10700000;600000
Shine on Me: Season 1 // 驕陽似我: 第 1 季 // 骄阳似我: 第 1 季;8200000;600000
Siren: Season 1 // サイレーン 刑事×彼女×完全悪女: シーズン1;4400000;600000
Skylanders Academy: Season 2;3000000;600000
Skylanders Academy: Season 3;2800000;600000
Snowflake Mountain: Season 1;3200000;600000
Somebody Feed Phil: Season 6;2600000;600000
Somebody: Season 1 // 썸바디: 시즌 1;4000000;600000
Spycraft: Season 1;2600000;600000
Star Trek: Enterprise: Season 1;11200000;600000
Star Trek: The Next Generation: Season 1;12200000;600000
Star Trek: The Next Generation: Season 2;8800000;600000
Star Trek: The Next Generation: Season 3;10200000;600000
Star Trek: Voyager: Season 1;7400000;600000
Stepmom and Daughter Blues: Season 1 // 義母と娘のブルース: シーズン1;5300000;600000
Steven Universe: Season 5;3800000;600000
StoryBots: Answer Time: Season 1;2400000;600000
Strawberry Shortcake: Berry in the Big City: Season 1;1800000;600000
Student President and His Secret Wife: Season 1 // Ketua BEM and His Secret Wife: Season 1;2000000;600000
Suburra: Blood on Rome: Season 2 // Suburra: La serie: Stagione 2;4200000;600000
Suburra: Blood on Rome: Season 3 // Suburra: La serie: Stagione 3;2900000;600000
Sugar Rush: The Baking Point: Season 2 // Pasteleros contra el tiempo: Temporada 2;3500000;600000
Supa Team 4: Season 2;2200000;600000
Super Crooks: Season 1 // スーパー・クルックス: シーズン1;2900000;600000
Supergirl: Season 3;10200000;600000
Supergirl: Season 4;8000000;600000
Survivor's Remorse: Season 1;1800000;600000
Sword Art Online // ソードアート・オンライン;5700000;600000
Tails of Tales: 2025 // 꼬리에 꼬리를 무는 그날 이야기: 2025;28600000;600000
Tear Along the Dotted Line: Season 1 // Strappare lungo i bordi: Stagione 1;1000000;600000
Teen Wolf (2011): Season 4;4800000;600000
Thame - Po Heart That Skips a Beat: Season 1 // เธม-โป้ Heart That Skips a Beat: ซีซั่น 1;5700000;600000
That Time I Got Reincarnated as a Slime: Visions of Coleus // 転生したらスライムだった件: コリウスの夢;800000;600000
The Angel Next Door Spoils Me Rotten // お隣の天使様にいつの間にか駄目人間にされていた件: シーズン1;3000000;600000
The Boyfriend: Season 1 // ボーイフレンド: シーズン1;4400000;600000
The Closer (2005): Season 2;6600000;600000
The Confession Killer: Limited Series;2600000;600000
The Crew: Season 1;2600000;600000
The Dangers in My Heart: Season 2 // 僕の心のヤバイやつ: シーズン2;3500000;600000
The Devil Judge: Limited Series // 악마판사: 리미티드 시리즈;11700000;600000
The Do-Over Damsel Conquers the Dragon Emperor: Season 1 // やり直し令嬢は竜帝陛下を攻略中: シーズン 1;3200000;600000
The Empress Ki: Season 1 // 기황후: 시즌 1;33600000;600000
The Family Business: Season 3;5100000;600000
The Forsyte Saga (2002): Series 1;3700000;600000
The Full-Time Wife Escapist: Season 1 // 逃げるは恥だが役に立つ: シーズン1;5400000;600000
The Game (2006): Season 2;4200000;600000
The Gift: Season 3 // Atiye: 3. Sezon;3600000;600000
The Great British Baking Show: Holidays: Season 6;1100000;600000
The Indrani Mukerjea Story: Buried Truth: Season 1;1900000;600000
The Inheritance: Season 1;1900000;600000
The Innocence Files: Limited Series;6400000;600000
The Irishman: In Conversation;200000;600000
The Jamie Foxx Show: Season 3;4900000;600000
The Jamie Foxx Show: Season 4;4800000;600000
The Jury (2011): Season 1;3100000;600000
The Killing Kind: Season 1;2900000;600000
The Last Empress // 황후의 품격;15900000;600000
The Legend of Korra: Book One: Air;2700000;600000
The Mabaso’s Family Reunion: Season 1;2000000;600000
The Makanai: Cooking for the Maiko House: Season 1 // 舞妓さんちのまかないさん: シーズン1;3800000;600000
The Millionaire Matchmaker: Season 7;7400000;600000
The Mind, Explained: Season 2;1100000;600000
The Naked Director: Season 1 // 全裸監督: シーズン1;3900000;600000
The Outreau Case: A French Nightmare: Limited Series // Outreau : Un cauchemar français: Mini-série;1700000;600000
The Pride of the Temp: Season 2 // ハケンの品格: シーズン2;4100000;600000
The Real Housewives of Beverly Hills: Season 10;8800000;600000
The Rising of the Shield Hero: Season 4 // 盾の勇者の成り上がり: シーズン4;2800000;600000
The Shadow: Season 1 // Der Schatten: Staffel 1;2400000;600000
The Teacher: Body in the Lake (2022);1800000;600000
The Three Detectives: Season 1 // Die Drei !!!: Staffel 1;3300000;600000
The Time It Takes: Season 1 // El tiempo que te doy: Temporada 1;1400000;600000
The World of the Married: Limited Series // 부부의 세계: 리미티드 시리즈;12200000;600000
The World’s Best Assassin: To Reincarnate in a Different World Aristocrat: Season 1 // 世界最高の暗殺者、異世界貴族に転生する: シーズン1;2700000;600000
This Is Us: Season 3;8200000;600000
Thomas & Friends: Race for the Sodor Cup;600000;600000
Thomas & Friends: Sodor Sings Together;600000;600000
Tiger King 2;2100000;600000
Time Hustler: Season 1 // O Cangaceiro do Futuro: Temporada 1;2300000;600000
Titans: The Rise of Hollywood: Season 1;3100000;600000
Titipo Titipo: Season 1 // 띠띠뽀 띠띠뽀: 시즌1;3100000;600000
Tobot Galaxy Detectives: Season 1 // 또봇 V: 시즌1;7300000;600000
Toritori's Picture Diary Music: Season 1 // 똘똘이 그림일기 동요: 시즌 1;300000;600000
Transatlantic: Limited Series;3300000;600000
Transformers: War for Cybertron: Earthrise: Earthrise;1400000;600000
Transformers: War for Cybertron: Kingdom: Kingdom;1600000;600000
Ugly Betty: Season 1;9300000;600000
Unbreakable Kimmy Schmidt: Season 4;4300000;600000
Upin&Ipin: Season 6;2700000;600000
Ushijima The Loan Shark: Season 2 // 闇金ウシジマくん: シーズン2;2200000;600000
Ushijima The Loan Shark: Season 3 // 闇金ウシジマくん: シーズン3;1900000;600000
VIP (2019): Season 1;10400000;600000
We Are! Let's get the party STARTO!!: Season 1;2300000;600000
Weeds: Season 3;4200000;600000
Weeds: Season 4;3400000;600000
Whale Store xoxo: Season 1 // คุณวาฬร้านชำ: ซีซั่น 1;2600000;600000
What Lies Beneath (2025): Season 1;12700000;600000
What's Next? The Future with Bill Gates: Season 1;2200000;600000
Where is Marta?: Limited Series // ¿Dónde está Marta?: Miniserie;1700000;600000
Whindersson Nunes: Preaching to the Choir // Whindersson Nunes: Isso não é um culto;800000;600000
White Christmas Fireplace;600000;600000
Wild Cards: Season 1;4100000;600000
Wolf: Season 1 // BÖRÜ: 1. Sezon;4000000;600000
World Dice Tour: Season 3 // 지구마불 세계여행: 시즌 3;15200000;600000
World of Winx: Season 2;3200000;600000
Years and Years: Season 1;3500000;600000
You Are My Spring: Season 1 // 너는 나의 봄: 시즌 1;10500000;600000
Young Justice: Season 3;5800000;600000
Young Lady and Gentleman: Limited Series // 신사와 아가씨: 리미티드 시리즈;37900000;600000
Zombieverse: New Blood // 좀비버스: 뉴 블러드;4400000;600000
​Carol & The End of The World: Limited Series;2500000;500000
100 días para enamorarnos: Season 2;12500000;500000
Agents of Mystery: Season 1 // 미스터리 수사단: 시즌 1;2300000;500000
All American: Homecoming: Season 1;4000000;500000
All American: Homecoming: Season 3;4900000;500000
An Astrological Guide for Broken Hearts: Season 2 // Guida astrologica per cuori infranti: Stagione 2;1700000;500000
Ángel Di María: Breaking Down the Wall: Season 1 // Ángel Di María: Romper la pared: Temporada 1;1500000;500000
Angel's Last Mission: Love: Limited Series // 단,하나의 사랑: 리미티드 시리즈;8100000;500000
Anthony Jeselnik: Fire in the Maternity Ward;500000;500000
Anthony Jeselnik: Thoughts and Prayers;500000;500000
Are You Human: Limited Series // 너도 인간이니: 리미티드 시리즈;8700000;500000
Arifureta: From Commonplace to World's Strongest: 1st season // ありふれた職業で世界最強: 1st season;2800000;500000
Arifureta: From Commonplace to World's Strongest: Season 3 // ありふれた職業で世界最強: シーズン3;3200000;500000
Arrow: Season 6;8100000;500000
Avalanche: Season 1 // アバランチ: シーズン1;3300000;500000
Bad And Crazy: Limited Series // 배드 앤 크레이지: 리미티드 시리즈;6300000;500000
Bad Exorcist: Season 4 // Bogdan Boner: Egzorcysta: Sezon 4;1200000;500000
Bad Exorcist: Season 5 // Bogdan Boner: Egzorcysta: Sezon 5;1400000;500000
Bad Sport: Volume 1;3300000;500000
Ballers: Season 1;2400000;500000
Bartender: Glass of God: Season 1 // バーテンダー 神のグラス: シーズン1;2000000;500000
BASTARD‼ -Heavy Metal, Dark Fantasy-: Season 2 // BASTARD!! ー暗黒の破壊神ー: シーズン2;3000000;500000
Be nice to people: Season 1 // 人にやさしく: シーズン1;4200000;500000
Beowulf: Season 1;4700000;500000
Bert Kreischer: The Machine;600000;500000
Best Wishes, Warmest Regards: A Schitt's Creek Farewell;400000;500000
Betaal: Season 1 // बेताल: सीज़न 1;1300000;500000
Beyond Stranger Things: Beyond 2;1300000;500000
Big Vape: The Rise and Fall of Juul: Limited Series;1400000;500000
Bill Burr: Walk Your Way Out;700000;500000
Birdsong: Season 1;1400000;500000
Black Forceps: Season 2 -The Devil Surgeon- // ブラックペアン: シーズン2;4600000;500000
Black Sails: Season 3;4300000;500000
Black Space: Season 1 // בלקספייס: עונה 1;3100000;500000
Bleach (2004): Thousand-Year Blood War;8100000;500000
Blood (2018): Season 2;2300000;500000
Blood for Blood: Season 2 // Krew z Krwi: Sezon 2;3700000;500000
Blown Away: Christmas: Season 1;1000000;500000
Blue Exorcist -The Blue Night Saga- // 青の祓魔師 終夜篇;2100000;500000
BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.: Season 2 // 痛いのは嫌なので防御力に極振りしたいと思います。: シーズン2;2300000;500000
Bogus Skill <<Fruitmaster>> ~About that time I became able to eat unlimited numbers of Skill Fruits (that kill you) ~: Season 1 // 外れスキル《木の実マスター》～スキルの実 (食べたら死ぬ) を無限に食べられるようになった件について～: シーズン1;2400000;500000
Brave Detectives: Season 4: 2025 // 용감한 형사들: 시즌4: 2025;18900000;500000
Buying Beverly Hills: Season 2;4100000;500000
Call My Agent!: Season 2 // Dix pour cent: Saison 2;2500000;500000
Call My Agent!: Season 4 // Dix pour cent: Saison 4;2700000;500000
Cardinal: Season 1;2100000;500000
CAT: Season 1;3000000;500000
Cheer Up: Limited Series // 치얼업: 리미티드 시리즈;7800000;500000
Cheer: Season 1;2700000;500000
Chihayafuru: Full Circle: Season 1 // ちはやふる ーめぐりー: シーズン1;4500000;500000
Children Ruin Everything: Season 1;1500000;500000
CoComelon: Season 14;1500000;500000
Cold Call: Season 1;1300000;500000
Cold Case S2 (JAPAN) // 連続ドラマW コールドケース ～真実の扉～: 連続ドラマW コールドケース2 ～真実の扉～;3900000;500000
Cold Case S3 (JAPAN) // 連続ドラマW コールドケース ～真実の扉～: 連続ドラマW コールドケース3 ～真実の扉～;3700000;500000
Connection: Season 1 // 커넥션: 시즌1;7500000;500000
Crime Patrol: 26 Jurm, 26 Cases: Season 1 // क्राइम पैट्रोल: 26 जुर्म, 26 केस: सीज़न 1;8200000;500000
Criminal: France: Limited Series;800000;500000
Crims (2020): Season 0;1800000;500000
Crisis: Special Security Squad: Season 1 // CRISIS 公安機動捜査隊特捜班: シーズン1;3400000;500000
Cupcake & Dino - General Services: Season 1;2700000;500000
D.B. Cooper: Where Are You?!: Limited Series;1300000;500000
Dad Stop Embarrassing Me!: Season 1;1600000;500000
Deadliest Catch: Season 5;5200000;500000
Detective Conan: Season 2 // 名探偵コナン: シーズン2;8500000;500000
Detective Conan: The Culprit Hanzawa: Season 1 // 名探偵コナン　犯人の犯沢さん: シーズン１;800000;500000
Dirk Gently's Holistic Detective Agency: Season 2;3300000;500000
Divorce Lawyer: Season 1 // 離婚弁護士: シーズン1;4700000;500000
Doctor Prisoner: Limited Series // 닥터 프리즈너: 리미티드 시리즈;7300000;500000
Doctor X Surgeon Michiko Daimon 1 // ドクターX ～外科医・大門未知子～ (2012);3300000;500000
Dope: Season 3;1400000;500000
Down for Love: Season 1;1800000;500000
Dream Home Makeover: Season 2;1300000;500000
Drug Lords: Season 1;1600000;500000
Eddie Murphy: Raw;700000;500000
Emergency Interrogation Room 2014 // 緊急取調室 (2014);3300000;500000
Emergency Interrogation Room: Drama Special 2022 // 緊急取調室: ドラマSP 緊急取調室　特別招集2022～8億円のお年玉;800000;500000
Enigma Black Stage: Season 1 // บุหงาหมื่นภมร: ซีซั่น 1;2200000;500000
Especiais temáticos da turma da Mônica;1300000;500000
Everybody’s Live with John Mulaney: Are Cruises Worth It?;500000;500000
Everybody’s Live with John Mulaney: Are Dinosaurs Put Together Correctly?;500000;500000
Everybody’s Live with John Mulaney: What is On The Minds of Teens?;500000;500000
Everything Now: Season 1;2900000;500000
Face Off (2011): Season 8;4500000;500000
Fairy Tail: 100 Years Quest: Season 1 // FAIRY TAIL 100年クエスト: シーズン1;4900000;500000
Families Like Ours: Limited Series // Familier som vores: Miniserie;3400000;500000
Fat Friends: Season 1;2300000;500000
Fate/Apocrypha: Part 1;2300000;500000
Feel Good: Season 1 (Channel 4);1100000;500000
Fermat’s Cuisine: Season 1 // フェルマーの料理: シーズン1;3600000;500000
Fight for My Way: Limited Series // 쌈, 마이웨이: 리미티드 시리즈;8600000;500000
First Wives Club: Season 1;1900000;500000
Food Wars!: Shokugeki no Soma: The Fourth Plate // 食戟のソーマ: 神ノ皿;2200000;500000
Food Wars!: Shokugeki no Soma: The Third Plate // 食戟のソーマ: 餐ノ皿;4700000;500000
Freud: Season 1;3300000;500000
Gangs of Oslo: Season 1 // Blodsbrødre: Sesong 1;2500000;500000
Girls5eva: Season 1;1600000;500000
GOOD NIGHT WORLD: Season 1 // グッド・ナイト・ワールド: シーズン1;2200000;500000
Great Pretender: Season 2;1500000;500000
Hacks: Season 2;2400000;500000
Halston: Limited Series;1900000;500000
Harlots: Season 3;3600000;500000
Heart Pairing: Season 1 // 하트페어링: 시즌1;16100000;500000
Heirs of the Night: Season 1;2800000;500000
Hoarders: Season 14;4100000;500000
Holy Family: Season 1 // Sagrada familia: Temporada 1;2600000;500000
In Blossom // 花間令 // 花间令;13300000;500000
In the Dark (2019): Season 1;4600000;500000
Informa: Season 1 // インフォーマ;2200000;500000
Insecure: Season 2;2200000;500000
Insecure: Season 3;2200000;500000
Insecure: Season 4;2400000;500000
Inside: Season 1;4500000;500000
Intersection: Season 2 // Kördüğüm: 2. Sezon;16200000;500000
Intersection: Season 3 // Kördüğüm: 3. Sezon;6000000;500000
Into the Badlands: Season 1;2500000;500000
InuYasha: Season 1 // 犬夜叉: 第1期;8900000;500000
Invisible City: Season 2 // Cidade Invisível: Temporada 2;1700000;500000
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Season 2 // ダンジョンに出会いを求めるのは間違っているだろうか: 第2期;2600000;500000
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Season 3 // ダンジョンに出会いを求めるのは間違っているだろうか: 第3期;2100000;500000
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Season 4 // ダンジョンに出会いを求めるのは間違っているだろうか: 第4期;3900000;500000
Is Love Sustainable?: Season 1 // 持続可能な恋ですか? ～父と娘の結婚行進曲～: シーズン1;4000000;500000
It's Always Sunny in Philadelphia: Season 17;1500000;500000
Jackass: Number Two: Unrated Version;800000;500000
Jim Jefferies: Intolerant;500000;500000
Jim Jefferies: This Is Me Now;500000;500000
John Mulaney: New in Town;500000;500000
Judge Dee's Mystery: Season 1 // 大唐狄公案: 第1季;10000000;500000
Judge vs. Judge: Limited Series // 이판사판: 리미티드 시리즈;7500000;500000
Justice Served: Season 1;2200000;500000
Justin Time GO!: Season 1;2500000;500000
Kaala Paani: Season 1 // काला पानी: सीज़न 1;3300000;500000
Kally's Mashup: Season 1;30200000;500000
Karma's World: Season 1;1800000;500000
Kevin Can F**k Himself: Season 1;3000000;500000
Kingdom: Series 4 // キングダム: 第4シリーズ;6000000;500000
